id_venta;id_cliente;codigo_producto;producto;vendedor;fecha;cantidad; precio_venta_unitario ;descuento; total_neto ; utilidad ;forma_pago
VEN02227;CLI204;10038;ALAMBRE CENTELSA N  8 NEGRO;Carlos Mario Hoyos;20/11/2025;2;2000;0;4000;1600;Transferencia
VEN02228;CLI280;12595;ADAPTADOR DE 1 EMT;Carlos Mario Hoyos;5/03/2026;2;2000;200;3800;1400;Efectivo
VEN02229;CLI014;10021;ACOPLE LAVAMANOS GRIPLAS;Milena Restrepo;27/01/2025;10;2000;0;20000;8000;Transferencia
VEN02230;CLI280;11071;ACOPLE LAVAMANOS GRIVAL LARGO 60;Carlos Mario Hoyos;6/01/2026;5;2000;500;9500;3500;Tarjeta
VEN02231;CLI193;10052;ALAMBRE CENTELSA N 12 VERDE;Andrés Cardona;19/04/2026;3;2000;0;6000;2400;Transferencia
VEN02232;CLI024;11699;ADAPTADOR HEMBRA DE 3/4 PVC LEO;Carlos Mario Hoyos;22/06/2025;5;2000;0;10000;4000;Tarjeta
VEN02233;CLI201;12188;ACOPLE RAPIDO PISTOLA X 2 DORADO DSF-6035;Diana Tobón;4/02/2026;10;2000;1000;19000;7000;Tarjeta
VEN02234;CLI189;10053;ALAMBRE CENTELSA N 14 AMARILLO;Carlos Mario Hoyos;17/10/2025;1;2000;100;1900;700;Transferencia
VEN02235;CLI189;10987;AGUA STOP PINES SAPITO GERFOR 580051;Andrés Cardona;17/05/2025;3;2000;0;6000;2400;Transferencia
VEN02236;CLI174;10878;ADAPTADOR HEMBRA 1/2 X 16MM PE AL PE;Carlos Mario Hoyos;31/03/2026;10;10800;0;108000;96000;Tarjeta
VEN02237;CLI026;10019;ACOPLE LAVAMANO CORTO  CARDENAS;Diana Tobón;20/06/2025;3;2000;300;5700;2100;Transferencia
VEN02238;CLI274;10036;ALAMBRE CENTELSA N  8 AZUL;Carlos Mario Hoyos;15/05/2025;5;2000;500;9500;3500;Tarjeta
VEN02239;CLI183;10015;ABRAZADERA TITAN 31/2A45/16 40-56;Diana Tobón;28/03/2026;3;2000;300;5700;2100;Tarjeta
VEN02240;CLI175;10013;ABRAZADERA TITAN 23/8A31/8  40-40;Milena Restrepo;19/01/2026;2;2000;0;4000;1600;Tarjeta
VEN02241;CLI106;12595;ADAPTADOR DE 1 EMT;Milena Restrepo;27/08/2025;2;2000;0;4000;1600;Tarjeta
VEN02242;CLI168;11699;ADAPTADOR HEMBRA DE 3/4 PVC LEO;Andrés Cardona;10/04/2026;10;2000;1000;19000;7000;Tarjeta
VEN02243;CLI226;10043;ALAMBRE CENTELSA N 10 BLANCO;Milena Restrepo;13/02/2026;3;2000;0;6000;2400;Efectivo
VEN02244;CLI050;10007;ABRAZADERA TITAN 29/32A1-3/8 40-16;Andrés Cardona;15/01/2025;3;2000;0;6000;2400;Efectivo
VEN02245;CLI100;10987;AGUA STOP PINES SAPITO GERFOR 580051;Diana Tobón;12/03/2025;5;2000;0;10000;4000;Transferencia
VEN02246;CLI001;10010;ABRAZADERA TITAN 11/4A2 40-28;Andrés Cardona;21/02/2025;2;2000;0;4000;1600;Transferencia
VEN02247;CLI298;10061;ALICATE 6 NARANJA DSF-6049;Carlos Mario Hoyos;30/11/2025;2;2000;0;4000;1600;Tarjeta
VEN02248;CLI094;10061;ALICATE 6 NARANJA DSF-6049;Carlos Mario Hoyos;12/11/2025;1;2000;200;1800;600;Efectivo
VEN02249;CLI106;10063;ALICATE FOCCI 8,5 DSF-1684;Milena Restrepo;18/04/2026;3;2000;0;6000;2400;Transferencia
VEN02250;CLI263;11685;ACOPLE CAUCHO SUELTO LICUADORA OSTER;Andrés Cardona;13/11/2025;1;2000;100;1900;700;Efectivo
VEN02251;CLI238;10013;ABRAZADERA TITAN 23/8A31/8  40-40;Andrés Cardona;28/05/2025;2;2000;0;4000;1600;Tarjeta
VEN02252;CLI138;10012;ABRAZADERA TITAN  2A2-3/8 40-36;Milena Restrepo;28/07/2025;10;2000;0;20000;8000;Tarjeta
VEN02253;CLI240;11943;AGUA STOP PLASTGRIFOS;Andrés Cardona;27/06/2025;3;2000;600;5400;1800;Transferencia
VEN02254;CLI263;10049;ALAMBRE CENTELSA N 12 BLANCO;Andrés Cardona;27/03/2025;3;2000;0;6000;2400;Transferencia
VEN02255;CLI178;11685;ACOPLE CAUCHO SUELTO LICUADORA OSTER;Milena Restrepo;7/10/2025;2;2000;200;3800;1400;Efectivo
VEN02256;CLI254;12178;ACOPLE RAPIDO PISTOLA PINTAR JUEGO X 5;Diana Tobón;18/07/2025;2;2000;0;4000;1600;Efectivo
VEN02257;CLI264;11701;"ADAPTADOR MACHO DE 3/4"" PVC LEO";Andrés Cardona;29/09/2025;10;2000;0;20000;8000;Tarjeta
VEN02258;CLI096;10002;ABRAZADERA TITAN 5/16-15/32 10-00;Carlos Mario Hoyos;1/03/2025;10;2000;0;20000;8000;Efectivo
VEN02259;CLI245;10011;ABRAZADERA TITAN 13/4A21/2  40-32;Diana Tobón;3/12/2025;10;2000;0;20000;8000;Efectivo
VEN02260;CLI135;10051;ALAMBRE CENTELSA N 12 ROJO;Milena Restrepo;16/04/2025;10;2000;0;20000;8000;Transferencia
VEN02261;CLI125;10986;AGUA STOP ARGOLLA GERFOR 581140;Andrés Cardona;21/05/2025;1;2000;100;1900;700;Tarjeta
VEN02262;CLI136;11071;ACOPLE LAVAMANOS GRIVAL LARGO 60;Carlos Mario Hoyos;7/02/2026;1;2000;0;2000;800;Efectivo
VEN02263;CLI287;10029;AEROGRAFO X 125 ML CHORRO DSF-1505 K3;Diana Tobón;14/03/2026;3;2000;0;6000;2400;Tarjeta
VEN02264;CLI002;12241;ACOPLE SAMURAY CAUCHO ECONOMICO;Milena Restrepo;28/06/2025;5;2000;0;10000;4000;Transferencia
VEN02265;CLI128;11059;AGUA STOP CAUCHO GRIVAL;Carlos Mario Hoyos;16/12/2025;5;2000;500;9500;3500;Efectivo
VEN02266;CLI167;10024;ACOPLE SANITARIO GRIPLAS;Carlos Mario Hoyos;27/04/2026;10;2000;0;20000;8000;Efectivo
VEN02267;CLI180;10021;ACOPLE LAVAMANOS GRIPLAS;Diana Tobón;2/04/2025;2;2000;0;4000;1600;Transferencia
VEN02268;CLI051;10008;ABRAZADERA TITAN 1A19/16 40-20;Milena Restrepo;13/06/2025;2;2000;0;4000;1600;Efectivo
VEN02269;CLI142;11942;AGUA STOP CAUCHO GRIPLAS;Milena Restrepo;26/12/2025;5;2000;500;9500;3500;Transferencia
VEN02270;CLI099;12177;AGUJAS PISTOLA PINTAR;Milena Restrepo;16/02/2025;1;2000;0;2000;800;Efectivo
VEN02271;CLI260;11830;ALQUITRAN POR KILO;Carlos Mario Hoyos;15/05/2025;10;2000;0;20000;8000;Tarjeta
VEN02272;CLI098;10002;ABRAZADERA TITAN 5/16-15/32 10-00;Carlos Mario Hoyos;31/10/2025;2;2000;0;4000;1600;Tarjeta
VEN02273;CLI037;10041;ALAMBRE CENTELSA N 10 AMARILLO;Milena Restrepo;27/01/2025;5;2000;0;10000;4000;Transferencia
VEN02274;CLI038;10047;ALAMBRE CENTELSA N 12 AMARILLO;Diana Tobón;16/05/2025;2;2000;0;4000;1600;Transferencia
VEN02275;CLI258;10061;ALICATE 6 NARANJA DSF-6049;Andrés Cardona;5/03/2025;5;2000;0;10000;4000;Tarjeta
VEN02276;CLI026;10052;ALAMBRE CENTELSA N 12 VERDE;Andrés Cardona;9/04/2025;10;2000;0;20000;8000;Transferencia
VEN02277;CLI140;10052;ALAMBRE CENTELSA N 12 VERDE;Andrés Cardona;4/12/2025;5;2000;0;10000;4000;Transferencia
VEN02278;CLI043;10037;ALAMBRE CENTELSA N  8 BLANCO;Carlos Mario Hoyos;10/03/2026;5;2000;0;10000;4000;Transferencia
VEN02279;CLI215;10020;ACOPLE LAVAMANOS CARDENAS LARGO;Diana Tobón;8/02/2026;2;2000;0;4000;1600;Efectivo
VEN02280;CLI026;10027;AEROGRAFO F75 400 ML DSF-1499;Milena Restrepo;20/08/2025;1;2000;0;2000;800;Efectivo
VEN02281;CLI010;10016;ACEITE USA1 X 30 CC;Diana Tobón;17/01/2025;5;2000;0;10000;4000;Tarjeta
VEN02282;CLI012;10051;ALAMBRE CENTELSA N 12 ROJO;Diana Tobón;2/07/2025;5;2000;500;9500;3500;Tarjeta
VEN02283;CLI286;10053;ALAMBRE CENTELSA N 14 AMARILLO;Carlos Mario Hoyos;20/12/2025;5;2000;0;10000;4000;Transferencia
VEN02284;CLI098;11071;ACOPLE LAVAMANOS GRIVAL LARGO 60;Diana Tobón;25/02/2026;5;2000;500;9500;3500;Efectivo
VEN02285;CLI016;10004;ABRAZADERA TITAN 7/16A25/32 - 1/2 10-06;Milena Restrepo;21/08/2025;1;2000;0;2000;800;Tarjeta
VEN02286;CLI047;10060;ALICATE  BICOLOR N 8;Diana Tobón;18/03/2026;2;2000;0;4000;1600;Efectivo
VEN02287;CLI209;10017;ACEITE USA1 X 70 CC;Milena Restrepo;20/04/2026;2;2000;0;4000;1600;Tarjeta
VEN02288;CLI250;10017;ACEITE USA1 X 70 CC;Carlos Mario Hoyos;27/12/2025;5;2000;0;10000;4000;Transferencia
VEN02289;CLI282;10016;ACEITE USA1 X 30 CC;Diana Tobón;5/04/2026;1;2000;0;2000;800;Efectivo
VEN02290;CLI160;11058;ACOPLE SANITARIO GRIVAL 40 CMS;Milena Restrepo;7/02/2026;1;2000;0;2000;800;Efectivo
VEN02291;CLI217;11696;ADAPTADOR PVC ALARGE 1/2 X 3/8;Diana Tobón;3/05/2025;10;2000;0;20000;8000;Efectivo
VEN02292;CLI131;10986;AGUA STOP ARGOLLA GERFOR 581140;Diana Tobón;26/07/2025;10;2000;0;20000;8000;Efectivo
VEN02293;CLI217;10032;ALAMBRE PUA  C14 X 350MT CORSAN;Carlos Mario Hoyos;2/10/2025;3;2000;0;6000;2400;Tarjeta
VEN02294;CLI206;10058;ALAMBRE CENTELSA N 14 VERDE;Andrés Cardona;21/01/2026;5;2000;0;10000;4000;Transferencia
VEN02295;CLI036;10021;ACOPLE LAVAMANOS GRIPLAS;Milena Restrepo;5/06/2025;5;2000;0;10000;4000;Efectivo
VEN02296;CLI155;10735;ADAPTADOR DE ESPIGO A ROSCA DE 1/2;Milena Restrepo;23/12/2025;1;2000;0;2000;800;Transferencia
VEN02297;CLI101;11071;ACOPLE LAVAMANOS GRIVAL LARGO 60;Diana Tobón;4/04/2026;10;2000;0;20000;8000;Tarjeta
VEN02298;CLI226;10064;ALICATE STANLEY N 8 84-023;Diana Tobón;14/12/2025;5;2000;0;10000;4000;Efectivo
VEN02299;CLI119;10063;ALICATE FOCCI 8,5 DSF-1684;Carlos Mario Hoyos;4/09/2025;10;2000;0;20000;8000;Efectivo
VEN02300;CLI045;10056;ALAMBRE CENTELSA N 14 NEGRO;Andrés Cardona;23/08/2025;3;2000;300;5700;2100;Efectivo
VEN02301;CLI003;10056;ALAMBRE CENTELSA N 14 NEGRO;Milena Restrepo;15/01/2025;10;2000;0;20000;8000;Efectivo
VEN02302;CLI128;10058;ALAMBRE CENTELSA N 14 VERDE;Milena Restrepo;6/04/2026;1;2000;0;2000;800;Tarjeta
VEN02303;CLI233;10025;ACRONAL  DE 1/4;Carlos Mario Hoyos;4/07/2025;1;2000;100;1900;700;Tarjeta
VEN02304;CLI250;10014;ABRAZADERA TITAN 2-3/8A3-1/8  40-44;Andrés Cardona;23/03/2025;1;2000;0;2000;800;Transferencia
VEN02305;CLI201;10050;ALAMBRE CENTELSA N 12 NEGRO;Carlos Mario Hoyos;21/12/2025;2;2000;0;4000;1600;Tarjeta
VEN02306;CLI285;10047;ALAMBRE CENTELSA N 12 AMARILLO;Andrés Cardona;26/07/2025;5;2000;0;10000;4000;Transferencia
VEN02307;CLI163;10048;ALAMBRE CENTELSA N 12 AZUL;Carlos Mario Hoyos;13/12/2025;2;2000;200;3800;1400;Efectivo
VEN02308;CLI250;12188;ACOPLE RAPIDO PISTOLA X 2 DORADO DSF-6035;Carlos Mario Hoyos;20/06/2025;5;2000;1000;9000;3000;Transferencia
VEN02309;CLI202;10043;ALAMBRE CENTELSA N 10 BLANCO;Milena Restrepo;6/12/2025;3;2000;600;5400;1800;Transferencia
VEN02310;CLI232;10045;ALAMBRE CENTELSA N 10 ROJO;Diana Tobón;10/08/2025;1;2000;0;2000;800;Transferencia
VEN02311;CLI016;11059;AGUA STOP CAUCHO GRIVAL;Carlos Mario Hoyos;10/02/2026;1;2000;0;2000;800;Tarjeta
VEN02312;CLI083;10009;ABRAZADERA TITAN 11/8A17/8  40-24;Diana Tobón;6/02/2025;3;2000;0;6000;2400;Efectivo
VEN02313;CLI136;12241;ACOPLE SAMURAY CAUCHO ECONOMICO;Diana Tobón;27/04/2025;10;2000;0;20000;8000;Efectivo
VEN02314;CLI245;10059;ALCOHOL INDUSTRIAL X 500;Diana Tobón;10/07/2025;2;2000;0;4000;1600;Transferencia
VEN02315;CLI216;12178;ACOPLE RAPIDO PISTOLA PINTAR JUEGO X 5;Milena Restrepo;24/05/2025;3;2000;0;6000;2400;Transferencia
VEN02316;CLI086;10041;ALAMBRE CENTELSA N 10 AMARILLO;Carlos Mario Hoyos;6/06/2025;2;2000;200;3800;1400;Transferencia
VEN02317;CLI192;10046;ALAMBRE CENTELSA N 10 VERDE;Diana Tobón;1/05/2026;3;2000;0;6000;2400;Efectivo
VEN02318;CLI087;10051;ALAMBRE CENTELSA N 12 ROJO;Carlos Mario Hoyos;13/03/2025;3;2000;0;6000;2400;Efectivo
VEN02319;CLI131;10054;ALAMBRE CENTELSA N 14 AZUL;Andrés Cardona;9/01/2025;2;2000;0;4000;1600;Efectivo
VEN02320;CLI038;10020;ACOPLE LAVAMANOS CARDENAS LARGO;Andrés Cardona;4/08/2025;10;2000;0;20000;8000;Tarjeta
VEN02321;CLI201;10016;ACEITE USA1 X 30 CC;Milena Restrepo;14/09/2025;1;2000;0;2000;800;Tarjeta
VEN02322;CLI293;10023;ACOPLE SANITARIO CORTO CARDENAS;Andrés Cardona;6/08/2025;1;2000;100;1900;700;Efectivo
VEN02323;CLI084;11704;"ADAPTADOR MACHO DE 2"" PVC LEO";Diana Tobón;29/05/2025;5;2000;500;9500;3500;Transferencia
VEN02324;CLI226;10049;ALAMBRE CENTELSA N 12 BLANCO;Carlos Mario Hoyos;7/09/2025;3;2000;0;6000;2400;Efectivo
VEN02325;CLI262;10048;ALAMBRE CENTELSA N 12 AZUL;Andrés Cardona;11/05/2026;10;2000;1000;19000;7000;Transferencia
VEN02326;CLI057;10033;ALAMBRE PUA C16 X 200MT CORSAN;Andrés Cardona;23/09/2025;5;2000;0;10000;4000;Efectivo
VEN02327;CLI149;10062;ALICATE 8 NARANJA DSF-6050;Diana Tobón;24/04/2025;2;2000;0;4000;1600;Tarjeta
VEN02328;CLI126;11702;"ADAPTADOR MACHO DE 1"" LEO";Diana Tobón;7/12/2025;2;2000;0;4000;1600;Transferencia
VEN02329;CLI219;10013;ABRAZADERA TITAN 23/8A31/8  40-40;Andrés Cardona;12/07/2025;1;2000;0;2000;800;Tarjeta
VEN02330;CLI207;10047;ALAMBRE CENTELSA N 12 AMARILLO;Carlos Mario Hoyos;26/05/2025;3;2000;0;6000;2400;Tarjeta
VEN02331;CLI030;11072;ACOPLE SANITARIO GRIVAL LARGO 55;Milena Restrepo;13/07/2025;1;2000;0;2000;800;Efectivo
VEN02332;CLI014;10061;ALICATE 6 NARANJA DSF-6049;Andrés Cardona;4/03/2026;1;2000;0;2000;800;Transferencia
VEN02333;CLI223;10001;ABRAZADERA 1/2 ECONOMICA;Carlos Mario Hoyos;27/04/2026;2;2000;0;4000;1600;Transferencia
VEN02334;CLI132;11942;AGUA STOP CAUCHO GRIPLAS;Milena Restrepo;14/06/2025;5;2000;0;10000;4000;Tarjeta
VEN02335;CLI108;10045;ALAMBRE CENTELSA N 10 ROJO;Carlos Mario Hoyos;9/03/2026;5;2000;500;9500;3500;Transferencia
VEN02336;CLI178;10014;ABRAZADERA TITAN 2-3/8A3-1/8  40-44;Andrés Cardona;2/03/2025;2;2000;0;4000;1600;Transferencia
VEN02337;CLI031;10001;ABRAZADERA 1/2 ECONOMICA;Milena Restrepo;5/03/2025;2;2000;0;4000;1600;Efectivo
VEN02338;CLI006;11685;ACOPLE CAUCHO SUELTO LICUADORA OSTER;Diana Tobón;18/10/2025;3;2000;0;6000;2400;Transferencia
VEN02339;CLI045;10050;ALAMBRE CENTELSA N 12 NEGRO;Carlos Mario Hoyos;22/08/2025;5;2000;0;10000;4000;Efectivo
VEN02340;CLI205;10058;ALAMBRE CENTELSA N 14 VERDE;Andrés Cardona;27/07/2025;2;2000;0;4000;1600;Tarjeta
VEN02341;CLI035;10025;ACRONAL  DE 1/4;Diana Tobón;26/09/2025;1;2000;0;2000;800;Tarjeta
VEN02342;CLI216;10012;ABRAZADERA TITAN  2A2-3/8 40-36;Carlos Mario Hoyos;10/02/2025;1;2000;0;2000;800;Transferencia
VEN02343;CLI226;10019;ACOPLE LAVAMANO CORTO  CARDENAS;Carlos Mario Hoyos;1/04/2026;2;2000;0;4000;1600;Efectivo
VEN02344;CLI157;10036;ALAMBRE CENTELSA N  8 AZUL;Andrés Cardona;13/11/2025;1;2000;0;2000;800;Efectivo
VEN02345;CLI180;11697;"ADAPTADOR HEMBRA DE 1"" PVC LEO";Milena Restrepo;9/05/2026;2;2000;200;3800;1400;Transferencia
VEN02346;CLI171;10001;ABRAZADERA 1/2 ECONOMICA;Diana Tobón;3/04/2026;5;2000;0;10000;4000;Efectivo
VEN02347;CLI242;10007;ABRAZADERA TITAN 29/32A1-3/8 40-16;Diana Tobón;22/02/2025;2;2000;0;4000;1600;Tarjeta
VEN02348;CLI244;10038;ALAMBRE CENTELSA N  8 NEGRO;Diana Tobón;27/06/2025;1;2000;0;2000;800;Tarjeta
VEN02349;CLI279;10035;ALAMBRE CENTELSA N  8 AMARILLO;Milena Restrepo;22/03/2025;5;2000;0;10000;4000;Transferencia
VEN02350;CLI155;10043;ALAMBRE CENTELSA N 10 BLANCO;Diana Tobón;21/04/2026;5;2000;0;10000;4000;Transferencia
VEN02351;CLI151;12187;ACOPLE RAPIDO PISTOLA PINTAR;Milena Restrepo;8/02/2026;1;2000;0;2000;800;Efectivo
VEN02352;CLI180;10010;ABRAZADERA TITAN 11/4A2 40-28;Carlos Mario Hoyos;11/01/2025;1;2000;0;2000;800;Transferencia
VEN02353;CLI238;10048;ALAMBRE CENTELSA N 12 AZUL;Diana Tobón;19/04/2025;1;2000;0;2000;800;Tarjeta
VEN02354;CLI254;10007;ABRAZADERA TITAN 29/32A1-3/8 40-16;Andrés Cardona;23/08/2025;10;2000;0;20000;8000;Transferencia
VEN02355;CLI004;10053;ALAMBRE CENTELSA N 14 AMARILLO;Diana Tobón;1/05/2026;2;2000;0;4000;1600;Transferencia
VEN02356;CLI171;10062;ALICATE 8 NARANJA DSF-6050;Milena Restrepo;8/12/2025;5;2000;0;10000;4000;Transferencia
VEN02357;CLI010;12177;AGUJAS PISTOLA PINTAR;Diana Tobón;1/07/2025;10;2000;0;20000;8000;Efectivo
VEN02358;CLI202;11059;AGUA STOP CAUCHO GRIVAL;Andrés Cardona;7/05/2026;1;2000;100;1900;700;Tarjeta
VEN02359;CLI077;11057;ACOPLE LAVAMANOS GRIVAL 40CMS;Andrés Cardona;20/05/2025;1;2000;0;2000;800;Efectivo
VEN02360;CLI184;10056;ALAMBRE CENTELSA N 14 NEGRO;Carlos Mario Hoyos;26/07/2025;10;2000;0;20000;8000;Tarjeta
VEN02361;CLI295;10986;AGUA STOP ARGOLLA GERFOR 581140;Milena Restrepo;23/09/2025;2;2000;0;4000;1600;Efectivo
VEN02362;CLI068;10016;ACEITE USA1 X 30 CC;Milena Restrepo;19/10/2025;3;2000;0;6000;2400;Tarjeta
VEN02363;CLI215;10038;ALAMBRE CENTELSA N  8 NEGRO;Milena Restrepo;9/08/2025;1;2000;0;2000;800;Transferencia
VEN02364;CLI057;11943;AGUA STOP PLASTGRIFOS;Andrés Cardona;2/04/2026;2;2000;0;4000;1600;Transferencia
VEN02365;CLI300;11830;ALQUITRAN POR KILO;Andrés Cardona;23/03/2025;10;2000;0;20000;8000;Tarjeta
VEN02366;CLI174;10015;ABRAZADERA TITAN 31/2A45/16 40-56;Andrés Cardona;11/02/2026;3;2000;0;6000;2400;Efectivo
VEN02367;CLI237;10004;ABRAZADERA TITAN 7/16A25/32 - 1/2 10-06;Andrés Cardona;1/07/2025;5;2000;0;10000;4000;Transferencia
VEN02368;CLI136;12242;ACOPLE SAMURAY PREMIER AMARILLO;Andrés Cardona;29/04/2025;3;2000;0;6000;2400;Tarjeta
VEN02369;CLI109;10051;ALAMBRE CENTELSA N 12 ROJO;Diana Tobón;15/05/2026;1;2000;0;2000;800;Transferencia
VEN02370;CLI256;10061;ALICATE 6 NARANJA DSF-6049;Diana Tobón;31/03/2025;10;2000;0;20000;8000;Transferencia
VEN02371;CLI089;12240;ACOPLE PASTA SAMURAY ECONOMICO;Andrés Cardona;22/02/2026;10;2000;0;20000;8000;Tarjeta
VEN02372;CLI248;10049;ALAMBRE CENTELSA N 12 BLANCO;Diana Tobón;23/09/2025;10;2000;0;20000;8000;Transferencia
VEN02373;CLI266;10040;ALAMBRE CENTELSA N  8 VERDE;Diana Tobón;13/07/2025;5;2000;0;10000;4000;Transferencia
VEN02374;CLI156;10987;AGUA STOP PINES SAPITO GERFOR 580051;Milena Restrepo;13/09/2025;5;2000;0;10000;4000;Efectivo
VEN02375;CLI164;10006;ABRAZADERA TITAN 3/4A1 40-12;Milena Restrepo;30/07/2025;3;2000;300;5700;2100;Tarjeta
VEN02376;CLI242;10059;ALCOHOL INDUSTRIAL X 500;Milena Restrepo;13/01/2026;1;2000;0;2000;800;Tarjeta
VEN02377;CLI092;10878;ADAPTADOR HEMBRA 1/2 X 16MM PE AL PE;Milena Restrepo;21/12/2025;5;10800;0;54000;48000;Transferencia
VEN02378;CLI090;10030;AEROGRAFO X 150 ML ABANICO HOPEX F2;Diana Tobón;19/03/2025;5;2000;0;10000;4000;Transferencia
VEN02379;CLI001;11059;AGUA STOP CAUCHO GRIVAL;Milena Restrepo;31/08/2025;1;2000;0;2000;800;Transferencia
VEN02380;CLI123;10020;ACOPLE LAVAMANOS CARDENAS LARGO;Milena Restrepo;28/04/2025;2;2000;0;4000;1600;Transferencia
VEN02381;CLI079;10063;ALICATE FOCCI 8,5 DSF-1684;Andrés Cardona;3/02/2025;1;2000;0;2000;800;Transferencia
VEN02382;CLI081;10055;ALAMBRE CENTELSA N 14 BLANCO;Diana Tobón;13/05/2026;5;2000;0;10000;4000;Transferencia
VEN02383;CLI279;11702;"ADAPTADOR MACHO DE 1"" LEO";Diana Tobón;28/11/2025;1;2000;100;1900;700;Transferencia
VEN02384;CLI189;10017;ACEITE USA1 X 70 CC;Carlos Mario Hoyos;2/12/2025;10;2000;1000;19000;7000;Efectivo
VEN02385;CLI265;10036;ALAMBRE CENTELSA N  8 AZUL;Carlos Mario Hoyos;15/09/2025;1;2000;0;2000;800;Efectivo
VEN02386;CLI134;10019;ACOPLE LAVAMANO CORTO  CARDENAS;Milena Restrepo;29/12/2025;10;2000;0;20000;8000;Tarjeta
VEN02387;CLI154;10005;ABRAZADERA TITAN 1/2A3/4  40-06;Andrés Cardona;23/06/2025;5;2000;0;10000;4000;Transferencia
VEN02388;CLI141;10084;AGUAMONIACO  FRASCO X 480;Milena Restrepo;10/12/2025;3;3800;0;11400;7800;Transferencia
VEN02389;CLI022;11699;ADAPTADOR HEMBRA DE 3/4 PVC LEO;Carlos Mario Hoyos;22/02/2026;10;2000;1000;19000;7000;Tarjeta
VEN02390;CLI159;10049;ALAMBRE CENTELSA N 12 BLANCO;Milena Restrepo;26/01/2026;5;2000;0;10000;4000;Efectivo
VEN02391;CLI023;10045;ALAMBRE CENTELSA N 10 ROJO;Carlos Mario Hoyos;20/04/2026;1;2000;100;1900;700;Efectivo
VEN02392;CLI025;12242;ACOPLE SAMURAY PREMIER AMARILLO;Diana Tobón;13/12/2025;2;2000;0;4000;1600;Tarjeta
VEN02393;CLI088;11071;ACOPLE LAVAMANOS GRIVAL LARGO 60;Andrés Cardona;26/03/2025;3;2000;0;6000;2400;Transferencia
VEN02394;CLI232;10061;ALICATE 6 NARANJA DSF-6049;Milena Restrepo;6/10/2025;5;2000;0;10000;4000;Tarjeta
VEN02395;CLI172;11704;"ADAPTADOR MACHO DE 2"" PVC LEO";Milena Restrepo;10/10/2025;1;2000;0;2000;800;Transferencia
VEN02396;CLI007;10062;ALICATE 8 NARANJA DSF-6050;Andrés Cardona;29/09/2025;10;2000;0;20000;8000;Transferencia
VEN02397;CLI246;11685;ACOPLE CAUCHO SUELTO LICUADORA OSTER;Andrés Cardona;25/12/2025;1;2000;0;2000;800;Transferencia
VEN02398;CLI299;10053;ALAMBRE CENTELSA N 14 AMARILLO;Carlos Mario Hoyos;29/01/2026;2;2000;0;4000;1600;Transferencia
VEN02399;CLI248;10024;ACOPLE SANITARIO GRIPLAS;Andrés Cardona;11/03/2026;10;2000;0;20000;8000;Transferencia
VEN02400;CLI269;11698;"ADAPTADOR HEMBRA  1/2"" LEO PRECION";Diana Tobón;29/10/2025;5;2000;0;10000;4000;Efectivo
VEN02401;CLI180;10018;ACIDO CORRIENTE X 480;Carlos Mario Hoyos;6/02/2025;3;2000;0;6000;2400;Transferencia
VEN02402;CLI003;11072;ACOPLE SANITARIO GRIVAL LARGO 55;Diana Tobón;28/03/2025;10;2000;0;20000;8000;Efectivo
VEN02403;CLI027;10017;ACEITE USA1 X 70 CC;Milena Restrepo;31/01/2025;5;2000;0;10000;4000;Transferencia
VEN02404;CLI260;12187;ACOPLE RAPIDO PISTOLA PINTAR;Diana Tobón;20/03/2025;1;2000;0;2000;800;Tarjeta
VEN02405;CLI279;10020;ACOPLE LAVAMANOS CARDENAS LARGO;Carlos Mario Hoyos;21/05/2025;3;2000;0;6000;2400;Tarjeta
VEN02406;CLI043;10004;ABRAZADERA TITAN 7/16A25/32 - 1/2 10-06;Andrés Cardona;7/05/2026;3;2000;0;6000;2400;Transferencia
VEN02407;CLI056;10055;ALAMBRE CENTELSA N 14 BLANCO;Diana Tobón;1/10/2025;3;2000;600;5400;1800;Efectivo
VEN02408;CLI232;10055;ALAMBRE CENTELSA N 14 BLANCO;Milena Restrepo;30/03/2025;1;2000;100;1900;700;Tarjeta
VEN02409;CLI286;12596;ADAPTADOR DE 1/2 EMT;Andrés Cardona;13/08/2025;5;2000;0;10000;4000;Transferencia
VEN02410;CLI237;10016;ACEITE USA1 X 30 CC;Milena Restrepo;14/07/2025;5;2000;500;9500;3500;Transferencia
VEN02411;CLI249;10037;ALAMBRE CENTELSA N  8 BLANCO;Diana Tobón;31/10/2025;1;2000;200;1800;600;Transferencia
VEN02412;CLI141;11943;AGUA STOP PLASTGRIFOS;Milena Restrepo;11/11/2025;3;2000;0;6000;2400;Tarjeta
VEN02413;CLI108;10024;ACOPLE SANITARIO GRIPLAS;Diana Tobón;16/02/2026;10;2000;0;20000;8000;Efectivo
VEN02414;CLI037;10057;ALAMBRE CENTELSA N 14 ROJO;Diana Tobón;2/03/2026;5;2000;0;10000;4000;Transferencia
VEN02415;CLI236;10021;ACOPLE LAVAMANOS GRIPLAS;Carlos Mario Hoyos;13/05/2026;10;2000;0;20000;8000;Transferencia
VEN02416;CLI040;11697;"ADAPTADOR HEMBRA DE 1"" PVC LEO";Diana Tobón;11/04/2025;2;2000;400;3600;1200;Efectivo
VEN02417;CLI261;10028;AEROGRAFO LAPICERO X 4 HOPEX PROFESI;Andrés Cardona;19/06/2025;2;2000;200;3800;1400;Tarjeta
